item_id,transaction_id,product_id,quantity,unit_price,discount_pct,line_total
ITM0000051,TXN000046,PRD010,1,278.55,0.0,278.55
ITM0000052,TXN000047,PRD013,1,133.95,0.0,133.95
ITM0000053,TXN000048,PRD018,1,170.94,0.0,170.94
ITM0000054,TXN000048,PRD020,1,21.26,0.18,17.43
ITM0000055,TXN000049,PRD019,1,387.23,0.0,387.23
ITM0000056,TXN000050,PRD015,1,269.15,0.0,269.15
ITM0000057,TXN000051,PRD012,1,66.01,0.0,66.01
ITM0000058,TXN000052,PRD017,1,216.94,0.0,216.94
ITM0000059,TXN000052,PRD003,2,197.95,0.18,324.64
ITM0000060,TXN000053,PRD015,1,262.91,0.0,262.91
ITM0000061,TXN000054,PRD003,1,181.91,0.0,181.91
ITM0000062,TXN000055,PRD013,1,144.09,0.07,134.0
ITM0000063,TXN000056,PRD011,1,42.46,0.0,42.46
ITM0000064,TXN000057,PRD005,1,571.66,0.0,571.66
ITM0000065,TXN000058,PRD002,1,65.61,0.0,65.61
ITM0000066,TXN000059,PRD018,1,167.26,0.0,167.26
ITM0000067,TXN000060,PRD002,1,65.2,0.0,65.2
ITM0000068,TXN000061,PRD016,1,166.91,0.06,156.9
ITM0000069,TXN000062,PRD005,1,619.91,0.0,619.91
ITM0000070,TXN000062,PRD002,1,54.44,0.0,54.44
ITM0000071,TXN000063,PRD013,1,157.96,0.0,157.96
ITM0000072,TXN000064,PRD007,1,311.99,0.0,311.99
ITM0000073,TXN000065,PRD018,3,170.29,0.0,510.87
ITM0000074,TXN000066,PRD009,1,52.46,0.0,52.46
ITM0000075,TXN000067,PRD001,1,113.92,0.0,113.92
ITM0000076,TXN000068,PRD009,1,47.74,0.0,47.74
ITM0000077,TXN000069,PRD009,1,57.35,0.0,57.35
ITM0000078,TXN000070,PRD010,1,290.33,0.0,290.33
ITM0000079,TXN000071,PRD018,2,148.77,0.0,297.54
ITM0000080,TXN000072,PRD015,1,270.58,0.0,270.58
ITM0000081,TXN000073,PRD003,1,163.17,0.0,163.17
ITM0000082,TXN000073,PRD019,3,480.28,0.0,1440.84
ITM0000083,TXN000073,PRD009,1,53.24,0.0,53.24
ITM0000084,TXN000074,PRD013,1,159.92,0.0,159.92
ITM0000085,TXN000075,PRD007,2,326.17,0.0,652.34
ITM0000086,TXN000076,PRD008,1,502.31,0.0,502.31
ITM0000087,TXN000077,PRD012,1,68.6,0.0,68.6
ITM0000088,TXN000078,PRD003,1,176.19,0.13,153.29
ITM0000089,TXN000079,PRD007,1,384.68,0.0,384.68
ITM0000090,TXN000080,PRD011,1,49.41,0.0,49.41
ITM0000091,TXN000081,PRD008,1,545.99,0.0,545.99
ITM0000092,TXN000082,PRD018,3,172.36,0.0,517.08
ITM0000093,TXN000083,PRD010,1,292.95,0.0,292.95
ITM0000094,TXN000084,PRD012,2,61.89,0.0,123.78
ITM0000095,TXN000085,PRD006,1,29.1,0.0,29.1
ITM0000096,TXN000086,PRD005,1,641.1,0.0,641.1
ITM0000097,TXN000086,PRD020,1,22.27,0.0,22.27
ITM0000098,TXN000087,PRD011,1,48.97,0.0,48.97
ITM0000099,TXN000088,PRD002,1,61.87,0.0,61.87
ITM0000100,TXN000088,PRD009,2,47.46,0.0,94.92
ITM0000101,TXN000089,PRD016,1,174.0,0.0,174.0
ITM0000102,TXN000090,PRD020,1,27.31,0.18,22.39
ITM0000103,TXN000091,PRD004,2,35.75,0.0,71.5
ITM0000104,TXN000092,PRD017,1,235.23,0.0,235.23
ITM0000105,TXN000093,PRD013,1,160.29,0.0,160.29
ITM0000106,TXN000094,PRD008,1,506.91,0.0,506.91
ITM0000107,TXN000095,PRD001,1,141.42,0.0,141.42
ITM0000108,TXN000096,PRD002,3,60.16,0.05,171.46
ITM0000109,TXN000097,PRD011,1,45.62,0.18,37.41
ITM0000110,TXN000098,PRD016,1,194.18,0.0,194.18
ITM0000111,TXN000099,PRD002,1,59.1,0.0,59.1
ITM0000112,TXN000100,PRD019,2,415.08,0.0,830.16
ITM0000113,TXN000100,PRD012,1,61.79,0.0,61.79
ITM0000114,TXN000101,PRD001,1,123.71,0.0,123.71
ITM0000115,TXN000102,PRD011,1,44.65,0.0,44.65
ITM0000116,TXN000103,PRD010,1,263.7,0.0,263.7
ITM0000117,TXN000104,PRD003,1,203.53,0.0,203.53
ITM0000118,TXN000105,PRD008,3,525.02,0.0,1575.06
ITM0000119,TXN000106,PRD010,2,252.15,0.0,504.3
ITM0000120,TXN000107,PRD006,1,31.82,0.05,30.23
ITM0000121,TXN000108,PRD016,1,160.39,0.0,160.39
ITM0000122,TXN000108,PRD009,1,56.21,0.0,56.21
ITM0000123,TXN000109,PRD011,2,44.42,0.0,88.84
ITM0000124,TXN000110,PRD012,1,69.54,0.06,65.37
ITM0000125,TXN000111,PRD020,3,23.89,0.0,71.67
ITM0000126,TXN000112,PRD002,1,53.12,0.0,53.12
ITM0000127,TXN000113,PRD005,2,511.0,0.11,909.58
ITM0000128,TXN000114,PRD002,1,58.02,0.0,58.02
ITM0000129,TXN000115,PRD002,1,63.9,0.0,63.9
ITM0000130,TXN000116,PRD013,1,132.8,0.09,120.85
ITM0000131,TXN000117,PRD008,3,545.79,0.0,1637.37
ITM0000132,TXN000118,PRD012,1,68.51,0.0,68.51
ITM0000133,TXN000118,PRD017,1,245.03,0.0,245.03
ITM0000134,TXN000119,PRD002,1,63.85,0.0,63.85
ITM0000135,TXN000120,PRD011,1,44.79,0.0,44.79
ITM0000136,TXN000121,PRD017,2,203.04,0.22,316.74
ITM0000137,TXN000122,PRD013,1,146.63,0.0,146.63
ITM0000138,TXN000123,PRD008,3,544.48,0.09,1486.43
ITM0000139,TXN000124,PRD020,2,26.23,0.0,52.46
ITM0000140,TXN000125,PRD016,1,188.11,0.0,188.11
ITM0000141,TXN000126,PRD016,1,194.12,0.0,194.12
ITM0000142,TXN000127,PRD019,2,402.04,0.0,804.08
ITM0000143,TXN000128,PRD004,2,30.43,0.0,60.86
ITM0000144,TXN000129,PRD015,2,250.68,0.0,501.36
ITM0000145,TXN000130,PRD002,1,56.24,0.0,56.24
ITM0000146,TXN000131,PRD012,1,75.0,0.0,75.0
ITM0000147,TXN000132,PRD010,2,275.93,0.0,551.86
ITM0000148,TXN000133,PRD020,1,26.75,0.0,26.75
ITM0000149,TXN000134,PRD020,1,25.36,0.0,25.36
ITM0000150,TXN000134,PRD004,1,34.02,0.0,34.02
ITM0000151,TXN000134,PRD001,1,129.24,0.0,129.24
ITM0000152,TXN000135,PRD007,2,317.3,0.0,634.6
ITM0000153,TXN000136,PRD013,1,163.18,0.0,163.18
ITM0000154,TXN000137,PRD010,1,301.45,0.0,301.45
ITM0000155,TXN000138,PRD003,1,189.57,0.0,189.57
ITM0000156,TXN000139,PRD001,3,117.28,0.0,351.84
ITM0000157,TXN000139,PRD003,1,175.9,0.0,175.9
ITM0000158,TXN000140,PRD002,1,51.5,0.0,51.5
ITM0000159,TXN000141,PRD009,1,51.09,0.0,51.09
ITM0000160,TXN000142,PRD006,1,28.24,0.22,22.03
ITM0000161,TXN000143,PRD001,1,134.62,0.0,134.62
ITM0000162,TXN000144,PRD008,1,457.28,0.0,457.28
ITM0000163,TXN000145,PRD009,1,58.77,0.0,58.77
ITM0000164,TXN000146,PRD014,2,92.01,0.0,184.02
ITM0000165,TXN000147,PRD019,1,420.92,0.0,420.92
ITM0000166,TXN000148,PRD013,1,130.38,0.22,101.7
ITM0000167,TXN000149,PRD016,1,177.49,0.0,177.49
ITM0000168,TXN000149,PRD001,1,141.31,0.0,141.31
ITM0000169,TXN000150,PRD014,1,80.87,0.21,63.89
ITM0000170,TXN000151,PRD018,2,154.3,0.0,308.6
ITM0000171,TXN000152,PRD017,1,201.37,0.0,201.37
ITM0000172,TXN000153,PRD007,1,375.44,0.0,375.44
ITM0000173,TXN000154,PRD005,1,540.85,0.0,540.85
ITM0000174,TXN000155,PRD002,3,64.55,0.0,193.65
ITM0000175,TXN000156,PRD005,1,544.4,0.0,544.4
ITM0000176,TXN000157,PRD009,1,50.9,0.0,50.9
ITM0000177,TXN000158,PRD019,1,447.93,0.0,447.93
ITM0000178,TXN000159,PRD003,2,193.71,0.0,387.42
ITM0000179,TXN000159,PRD019,1,412.43,0.0,412.43
ITM0000180,TXN000160,PRD018,1,160.92,0.0,160.92
ITM0000181,TXN000161,PRD006,2,27.0,0.0,54.0
ITM0000182,TXN000162,PRD006,1,27.12,0.0,27.12
ITM0000183,TXN000163,PRD007,1,330.9,0.0,330.9
ITM0000184,TXN000164,PRD013,1,140.73,0.0,140.73
ITM0000185,TXN000165,PRD011,1,49.27,0.18,40.4
ITM0000186,TXN000166,PRD010,1,305.54,0.0,305.54
ITM0000187,TXN000167,PRD015,1,256.1,0.0,256.1
ITM0000188,TXN000167,PRD020,2,26.88,0.0,53.76
ITM0000189,TXN000168,PRD012,2,64.82,0.0,129.64
ITM0000190,TXN000169,PRD012,1,76.49,0.0,76.49
ITM0000191,TXN000170,PRD009,1,51.98,0.0,51.98
ITM0000192,TXN000171,PRD012,1,74.24,0.0,74.24
ITM0000193,TXN000172,PRD020,1,24.43,0.0,24.43
ITM0000194,TXN000173,PRD002,1,58.55,0.1,52.7
ITM0000195,TXN000174,PRD002,1,63.46,0.0,63.46
ITM0000196,TXN000175,PRD009,1,47.87,0.0,47.87
ITM0000197,TXN000176,PRD006,1,32.53,0.11,28.95
ITM0000198,TXN000177,PRD015,1,256.67,0.0,256.67
ITM0000199,TXN000177,PRD009,2,58.51,0.06,110.0
ITM0000200,TXN000177,PRD015,1,248.07,0.0,248.07
ITM0000201,TXN000178,PRD012,2,62.82,0.0,125.64
ITM0000202,TXN000179,PRD006,1,25.94,0.0,25.94
ITM0000203,TXN000180,PRD010,1,258.64,0.0,258.64
ITM0000204,TXN000181,PRD004,1,36.72,0.0,36.72
ITM0000205,TXN000182,PRD009,1,55.66,0.06,52.32
ITM0000206,TXN000183,PRD015,1,263.12,0.0,263.12
ITM0000207,TXN000184,PRD017,2,234.85,0.0,469.7
ITM0000208,TXN000185,PRD017,1,218.56,0.0,218.56
ITM0000209,TXN000186,PRD009,1,60.38,0.0,60.38
ITM0000210,TXN000187,PRD010,1,297.67,0.0,297.67
ITM0000211,TXN000188,PRD001,1,139.4,0.0,139.4
ITM0000212,TXN000189,PRD020,1,23.59,0.0,23.59
ITM0000213,TXN000190,PRD007,1,350.36,0.15,297.81
ITM0000214,TXN000191,PRD013,1,154.44,0.15,131.27
ITM0000215,TXN000192,PRD009,1,51.02,0.0,51.02
ITM0000216,TXN000193,PRD014,1,80.31,0.0,80.31
ITM0000217,TXN000194,PRD001,1,127.12,0.0,127.12
ITM0000218,TXN000195,PRD016,1,174.95,0.0,174.95
ITM0000219,TXN000195,PRD019,2,470.71,0.0,941.42
ITM0000220,TXN000195,PRD008,3,446.77,0.0,1340.31
ITM0000221,TXN000196,PRD012,1,73.16,0.0,73.16
ITM0000222,TXN000196,PRD002,3,64.39,0.0,193.17
ITM0000223,TXN000197,PRD011,1,45.55,0.0,45.55
ITM0000224,TXN000198,PRD019,1,468.53,0.0,468.53
ITM0000225,TXN000199,PRD013,1,157.95,0.0,157.95
ITM0000226,TXN000199,PRD013,2,151.09,0.0,302.18
ITM0000227,TXN000200,PRD014,1,80.98,0.2,64.78
ITM0000228,TXN000201,PRD012,1,65.47,0.0,65.47
ITM0000229,TXN000201,PRD020,1,25.29,0.0,25.29
ITM0000230,TXN000202,PRD002,2,62.93,0.0,125.86
ITM0000231,TXN000203,PRD001,1,117.24,0.0,117.24
ITM0000232,TXN000203,PRD004,1,30.95,0.0,30.95
ITM0000233,TXN000204,PRD003,3,207.51,0.0,622.53
ITM0000234,TXN000205,PRD020,1,26.73,0.0,26.73
ITM0000235,TXN000206,PRD002,1,61.35,0.17,50.92
ITM0000236,TXN000207,PRD013,1,160.66,0.0,160.66
ITM0000237,TXN000207,PRD015,1,248.62,0.0,248.62
ITM0000238,TXN000207,PRD015,1,241.6,0.0,241.6
ITM0000239,TXN000208,PRD002,2,51.57,0.2,82.51
ITM0000240,TXN000209,PRD008,1,519.46,0.0,519.46
ITM0000241,TXN000210,PRD004,1,30.63,0.0,30.63
ITM0000242,TXN000210,PRD016,1,196.85,0.06,185.04
ITM0000243,TXN000211,PRD019,2,413.64,0.0,827.28
ITM0000244,TXN000212,PRD002,1,53.95,0.14,46.4
ITM0000245,TXN000212,PRD018,1,154.81,0.0,154.81
ITM0000246,TXN000213,PRD006,1,29.35,0.0,29.35
ITM0000247,TXN000214,PRD007,1,299.7,0.0,299.7
ITM0000248,TXN000215,PRD015,2,254.67,0.23,392.19
ITM0000249,TXN000216,PRD015,1,217.18,0.0,217.18
ITM0000250,TXN000217,PRD004,1,38.19,0.0,38.19
ITM0000251,TXN000217,PRD004,1,33.63,0.0,33.63
ITM0000252,TXN000218,PRD006,2,29.35,0.0,58.7
ITM0000253,TXN000219,PRD015,1,216.45,0.0,216.45
ITM0000254,TXN000220,PRD007,1,358.57,0.0,358.57
ITM0000255,TXN000221,PRD018,1,162.88,0.0,162.88
ITM0000256,TXN000222,PRD009,1,60.45,0.0,60.45
ITM0000257,TXN000223,PRD017,1,220.45,0.0,220.45
ITM0000258,TXN000224,PRD011,1,44.72,0.0,44.72
ITM0000259,TXN000225,PRD008,1,546.9,0.0,546.9
ITM0000260,TXN000226,PRD015,1,218.59,0.0,218.59
ITM0000261,TXN000227,PRD006,1,29.13,0.0,29.13
ITM0000262,TXN000228,PRD004,1,35.73,0.0,35.73
ITM0000263,TXN000229,PRD015,1,224.97,0.0,224.97
ITM0000264,TXN000230,PRD018,1,157.53,0.0,157.53
ITM0000265,TXN000231,PRD009,1,54.26,0.13,47.21
ITM0000266,TXN000232,PRD012,1,75.95,0.15,64.56
ITM0000267,TXN000233,PRD007,1,370.49,0.22,288.98
ITM0000268,TXN000234,PRD012,1,59.51,0.0,59.51
ITM0000269,TXN000235,PRD004,1,30.97,0.0,30.97
ITM0000270,TXN000235,PRD004,1,35.82,0.0,35.82
ITM0000271,TXN000235,PRD007,1,376.06,0.0,376.06
ITM0000272,TXN000236,PRD006,2,28.03,0.0,56.06
ITM0000273,TXN000237,PRD007,2,341.4,0.0,682.8
ITM0000274,TXN000237,PRD020,1,21.76,0.0,21.76
ITM0000275,TXN000237,PRD004,2,37.17,0.0,74.34
ITM0000276,TXN000238,PRD017,1,241.97,0.0,241.97
ITM0000277,TXN000239,PRD010,1,304.34,0.0,304.34
ITM0000278,TXN000240,PRD016,2,155.93,0.0,311.86
ITM0000279,TXN000241,PRD008,1,493.58,0.09,449.16
ITM0000280,TXN000242,PRD019,1,426.43,0.0,426.43
ITM0000281,TXN000242,PRD017,1,223.97,0.1,201.57
ITM0000282,TXN000243,PRD005,1,605.81,0.0,605.81
ITM0000283,TXN000244,PRD015,2,220.41,0.0,440.82
ITM0000284,TXN000245,PRD014,1,86.99,0.18,71.33
ITM0000285,TXN000246,PRD019,2,432.35,0.0,864.7
ITM0000286,TXN000246,PRD011,1,48.92,0.0,48.92
ITM0000287,TXN000247,PRD001,1,115.07,0.0,115.07
ITM0000288,TXN000248,PRD008,1,451.24,0.0,451.24
ITM0000289,TXN000249,PRD015,1,220.61,0.0,220.61
ITM0000290,TXN000249,PRD017,1,217.22,0.11,193.33
ITM0000291,TXN000250,PRD016,2,190.16,0.0,380.32
ITM0000292,TXN000251,PRD019,2,466.94,0.0,933.88
ITM0000293,TXN000252,PRD008,1,514.09,0.23,395.85
ITM0000294,TXN000253,PRD020,1,26.87,0.0,26.87
ITM0000295,TXN000254,PRD008,1,431.21,0.11,383.78
ITM0000296,TXN000255,PRD004,2,37.07,0.0,74.14
ITM0000297,TXN000256,PRD008,1,505.96,0.0,505.96
ITM0000298,TXN000257,PRD006,1,28.86,0.0,28.86
ITM0000299,TXN000258,PRD009,1,53.42,0.0,53.42
ITM0000300,TXN000259,PRD020,1,23.63,0.24,17.96
ITM0000301,TXN000259,PRD005,1,540.34,0.0,540.34
ITM0000302,TXN000260,PRD017,1,209.82,0.0,209.82
ITM0000303,TXN000261,PRD014,1,78.8,0.0,78.8
ITM0000304,TXN000262,PRD018,1,158.56,0.0,158.56
ITM0000305,TXN000263,PRD007,1,364.09,0.0,364.09
ITM0000306,TXN000264,PRD009,2,51.64,0.0,103.28
ITM0000307,TXN000265,PRD005,1,604.8,0.0,604.8
ITM0000308,TXN000266,PRD004,1,30.56,0.0,30.56
ITM0000309,TXN000267,PRD004,1,36.21,0.0,36.21
ITM0000310,TXN000267,PRD006,1,28.74,0.0,28.74
ITM0000311,TXN000268,PRD005,1,652.49,0.0,652.49
ITM0000312,TXN000269,PRD016,1,193.02,0.0,193.02
ITM0000313,TXN000270,PRD013,1,159.45,0.0,159.45
ITM0000314,TXN000271,PRD012,2,71.97,0.0,143.94
ITM0000315,TXN000272,PRD017,1,199.17,0.11,177.26
ITM0000316,TXN000273,PRD007,1,319.38,0.0,319.38
ITM0000317,TXN000274,PRD009,1,56.99,0.0,56.99
ITM0000318,TXN000275,PRD003,1,166.61,0.0,166.61
ITM0000319,TXN000276,PRD011,3,42.9,0.0,128.7
ITM0000320,TXN000277,PRD019,1,456.2,0.0,456.2
ITM0000321,TXN000278,PRD014,3,89.45,0.0,268.35
ITM0000322,TXN000279,PRD012,2,59.53,0.0,119.06
ITM0000323,TXN000280,PRD015,1,244.34,0.0,244.34
ITM0000324,TXN000281,PRD019,1,492.02,0.0,492.02
ITM0000325,TXN000281,PRD015,1,261.52,0.0,261.52
ITM0000326,TXN000281,PRD016,1,190.9,0.0,190.9
ITM0000327,TXN000282,PRD005,1,552.22,0.16,463.86
ITM0000328,TXN000283,PRD001,1,115.86,0.06,108.91
ITM0000329,TXN000284,PRD003,1,188.47,0.0,188.47
ITM0000330,TXN000285,PRD013,1,127.54,0.12,112.24
ITM0000331,TXN000286,PRD020,2,22.47,0.0,44.94
ITM0000332,TXN000287,PRD004,1,32.85,0.0,32.85
ITM0000333,TXN000288,PRD001,2,114.7,0.0,229.4
ITM0000334,TXN000289,PRD007,1,309.12,0.0,309.12
ITM0000335,TXN000290,PRD017,1,237.74,0.0,237.74
ITM0000336,TXN000291,PRD016,1,171.9,0.0,171.9
ITM0000337,TXN000292,PRD002,1,54.45,0.0,54.45
ITM0000338,TXN000293,PRD017,1,218.33,0.05,207.41
ITM0000339,TXN000294,PRD013,3,135.08,0.0,405.24
ITM0000340,TXN000295,PRD004,1,30.22,0.0,30.22
ITM0000341,TXN000296,PRD007,1,325.18,0.07,302.42
ITM0000342,TXN000297,PRD011,1,39.78,0.0,39.78
ITM0000343,TXN000298,PRD013,2,140.54,0.0,281.08
ITM0000344,TXN000299,PRD015,3,214.51,0.0,643.53
ITM0000345,TXN000300,PRD009,1,48.31,0.0,48.31
ITM0000346,TXN000301,PRD014,1,87.01,0.0,87.01
ITM0000347,TXN000301,PRD009,1,54.97,0.0,54.97
ITM0000348,TXN000302,PRD016,1,156.8,0.22,122.3
ITM0000349,TXN000303,PRD015,1,269.08,0.2,215.26
ITM0000350,TXN000304,PRD005,1,588.31,0.15,500.06
ITM0000351,TXN000305,PRD005,1,529.47,0.0,529.47
ITM0000352,TXN000306,PRD012,2,75.49,0.0,150.98
ITM0000353,TXN000307,PRD004,1,35.86,0.08,32.99
ITM0000354,TXN000307,PRD015,3,273.14,0.21,647.34
ITM0000355,TXN000308,PRD017,1,204.93,0.0,204.93
ITM0000356,TXN000309,PRD011,1,43.47,0.0,43.47
ITM0000357,TXN000310,PRD004,1,37.09,0.1,33.38
ITM0000358,TXN000311,PRD017,3,243.97,0.0,731.91
ITM0000359,TXN000312,PRD012,1,71.14,0.12,62.6
ITM0000360,TXN000313,PRD006,1,25.56,0.0,25.56
ITM0000361,TXN000314,PRD012,1,65.95,0.0,65.95
ITM0000362,TXN000315,PRD010,1,253.99,0.0,253.99
ITM0000363,TXN000316,PRD003,1,197.65,0.0,197.65
ITM0000364,TXN000317,PRD003,1,168.52,0.0,168.52
ITM0000365,TXN000318,PRD013,1,151.41,0.23,116.59
ITM0000366,TXN000318,PRD001,2,132.2,0.0,264.4
ITM0000367,TXN000319,PRD002,1,57.51,0.0,57.51
ITM0000368,TXN000320,PRD012,1,67.56,0.18,55.4
ITM0000369,TXN000320,PRD002,1,58.46,0.0,58.46
ITM0000370,TXN000321,PRD008,3,444.15,0.08,1225.85
ITM0000371,TXN000322,PRD014,1,80.32,0.0,80.32
ITM0000372,TXN000323,PRD019,1,489.88,0.0,489.88
ITM0000373,TXN000323,PRD010,1,302.89,0.0,302.89
ITM0000374,TXN000324,PRD014,1,79.31,0.0,79.31
ITM0000375,TXN000325,PRD019,1,454.92,0.0,454.92
ITM0000376,TXN000326,PRD017,1,208.14,0.0,208.14
ITM0000377,TXN000327,PRD008,1,461.87,0.0,461.87
ITM0000378,TXN000328,PRD008,1,512.84,0.0,512.84
ITM0000379,TXN000328,PRD018,1,161.7,0.0,161.7
ITM0000380,TXN000329,PRD011,1,45.24,0.0,45.24
ITM0000381,TXN000330,PRD002,1,58.59,0.0,58.59
ITM0000382,TXN000331,PRD020,2,25.31,0.0,50.62
ITM0000383,TXN000332,PRD001,1,123.13,0.0,123.13
ITM0000384,TXN000333,PRD013,1,135.97,0.0,135.97
ITM0000385,TXN000334,PRD002,1,52.07,0.0,52.07
ITM0000386,TXN000335,PRD018,2,173.49,0.0,346.98
ITM0000387,TXN000335,PRD012,1,66.81,0.0,66.81
ITM0000388,TXN000336,PRD006,2,30.59,0.12,53.84
ITM0000389,TXN000337,PRD016,3,156.88,0.0,470.64
ITM0000390,TXN000338,PRD007,1,350.92,0.11,312.32
ITM0000391,TXN000338,PRD014,1,86.73,0.08,79.79
ITM0000392,TXN000339,PRD012,3,66.52,0.0,199.56
ITM0000393,TXN000340,PRD002,3,53.75,0.0,161.25
ITM0000394,TXN000341,PRD013,1,164.44,0.0,164.44
ITM0000395,TXN000342,PRD014,2,91.13,0.0,182.26
ITM0000396,TXN000343,PRD017,2,231.17,0.0,462.34
ITM0000397,TXN000344,PRD019,1,471.12,0.0,471.12
ITM0000398,TXN000345,PRD004,1,37.67,0.0,37.67
ITM0000399,TXN000346,PRD018,2,147.92,0.0,295.84
ITM0000400,TXN000347,PRD014,1,89.13,0.0,89.13
ITM0000401,TXN000348,PRD009,1,58.68,0.0,58.68
ITM0000402,TXN000349,PRD002,1,63.31,0.0,63.31
ITM0000403,TXN000350,PRD016,1,188.75,0.08,173.65
ITM0000404,TXN000351,PRD016,1,162.22,0.21,128.15
ITM0000405,TXN000352,PRD020,1,27.12,0.09,24.68
ITM0000406,TXN000353,PRD007,1,363.32,0.0,363.32
ITM0000407,TXN000354,PRD002,1,58.67,0.0,58.67
ITM0000408,TXN000355,PRD008,1,487.05,0.0,487.05
ITM0000409,TXN000356,PRD012,1,60.37,0.0,60.37
ITM0000410,TXN000357,PRD015,1,245.95,0.0,245.95
ITM0000411,TXN000358,PRD020,1,23.16,0.0,23.16
ITM0000412,TXN000359,PRD011,1,38.33,0.0,38.33
ITM0000413,TXN000360,PRD009,2,55.69,0.0,111.38
ITM0000414,TXN000361,PRD010,1,241.84,0.0,241.84
ITM0000415,TXN000362,PRD018,1,150.43,0.0,150.43
ITM0000416,TXN000363,PRD014,1,80.43,0.16,67.56
ITM0000417,TXN000363,PRD009,1,56.03,0.0,56.03
ITM0000418,TXN000364,PRD017,1,210.29,0.0,210.29
ITM0000419,TXN000365,PRD003,1,185.16,0.0,185.16
ITM0000420,TXN000366,PRD016,2,175.48,0.22,273.75
ITM0000421,TXN000367,PRD019,1,482.97,0.0,482.97
ITM0000422,TXN000367,PRD014,1,87.06,0.0,87.06
ITM0000423,TXN000368,PRD009,1,49.64,0.0,49.64
ITM0000424,TXN000369,PRD015,1,243.41,0.0,243.41
ITM0000425,TXN000370,PRD013,1,132.73,0.0,132.73
ITM0000426,TXN000371,PRD010,1,264.81,0.0,264.81
ITM0000427,TXN000371,PRD012,1,72.54,0.0,72.54
ITM0000428,TXN000372,PRD005,1,659.47,0.16,553.95
ITM0000429,TXN000373,PRD014,1,82.18,0.0,82.18
ITM0000430,TXN000374,PRD007,1,333.11,0.0,333.11
ITM0000431,TXN000375,PRD016,1,196.02,0.0,196.02
ITM0000432,TXN000376,PRD011,2,41.39,0.0,82.78
ITM0000433,TXN000377,PRD012,1,61.54,0.0,61.54
ITM0000434,TXN000378,PRD017,3,245.94,0.0,737.82
ITM0000435,TXN000379,PRD019,2,437.73,0.0,875.46
