transaction_id,customer_id,store_id,transaction_date,payment_method,amount,channel,return_flag,cashback_earned
TXN001868,CUST00229,STR009,2024-12-15,Mastercard,79.98,Mobile App,0,2.92
TXN007893,CUST00375,STR016,2022-10-26,Debit,237.32,In-Store,0,0.0
TXN007459,CUST00949,STR014,2022-12-19,Mastercard,348.92,In-Store,0,6.67
TXN004005,CUST00494,STR014,2022-01-18,Cash,98.74,In-Store,0,0.0
TXN001683,CUST00204,STR029,2022-10-12,Mastercard,113.20,In-Store,0,4.35
TXN005150,CUST00646,STR003,2023-07-16,Mastercard,172.68,In-Store,0,3.57
TXN006641,CUST00839,STR012,2023-11-08,Debit,238.77,In-Store,0,0.0
TXN002582,CUST00315,STR006,07-11-2022,Debit,30.67,Online,0,0.0
TXN002742,CUST00334,STR017,2022-09-04,Mastercard,576.61,Online,0,16.05
TXN005166,CUST00647,STR010,11-08-2024,Debit,194.71,In-Store,0,0.0
TXN007623,CUST00970,STR025,2022-06-03,Visa,,In-Store,0,0.0
TXN002812,CUST00342,STR011,2022-05-02,Mastercard,372.71,Mobile App,0,9.12
TXN001160,CUST00139,STR004,2023-08-18,Mastercard,110.74,In-Store,0,3.16
TXN000914,CUST00108,STR028,2023-11-01,Mastercard,293.32,Online,0,5.2
TXN006224,CUST00781,STR020,2024-09-24,Visa,287.36,Mobile App,0,0.0
TXN006798,CUST00860,STR016,2023-08-22,Mastercard,274.56,In-Store,0,4.48
TXN000785,CUST00090,STR024,2022-05-28,Cash,111.38,In-Store,0,0.0
TXN005058,CUST00632,STR009,2023-01-01,Visa,55.26,In-Store,0,0.0
TXN000773,CUST00087,STR020,2022-03-09,Mastercard,116.78,Online,0,2.32
TXN006264,CUST00788,STR027,2023-01-31,Debit,185.93,In-Store,0,0.0
TXN004099,CUST00508,STR009,2024-12-23,Mastercard,584.40,In-Store,1,13.84
TXN004064,CUST00502,STR008,2023-07-25,Visa,210.37,Online,0,0.0
TXN001173,CUST00139,STR003,2024-10-15,Mastercard,347.34,In-Store,1,10.47
TXN007016,CUST00891,STR028,2022-07-21,Visa,300.30,Online,0,0.0
TXN006488,CUST00817,STR008,2024-05-17,Visa,76.70,In-Store,0,0.0
TXN003544,CUST00433,STR016,2022-02-09,Mastercard,340.55,Online,0,7.34
TXN000311,CUST00033,STR024,2023-12-03,Mastercard,451.35,In-Store,0,10.37
TXN005077,CUST00635,STR028,2023-12-19,Mastercard,476.44,In-Store,0,16.05
TXN003108,CUST00373,STR024,2023-05-09,Mastercard,497.57,In-Store,0,17.29
TXN002259,CUST00275,STR017,2022-06-15,Mastercard,587.68,Online,0,17.54
TXN001684,CUST00204,STR010,2023-12-03,Mastercard,82.90,Online,1,1.42
TXN003594,CUST00440,STR015,2023-03-25,Mastercard,514.53,Online,0,16.78
TXN000179,CUST00018,STR008,2022-03-01,Visa,77.51,Online,0,0.0
TXN002724,CUST00330,STR017,2022-03-17,Mastercard,413.96,In-Store,0,5.9
TXN001098,CUST00130,STR002,2023-05-07,Visa,,Mobile App,0,0.0
TXN001291,CUST00153,STR029,2023-04-24,Mastercard,508.55,In-Store,0,18.69
TXN006024,CUST00755,STR004,2022-06-15,Visa,381.89,Online,0,0.0
TXN001676,CUST00203,STR012,2023-12-03,Mastercard,442.26,In-Store,0,16.68
TXN005208,CUST00652,STR016,2022-02-06,Mastercard,565.89,In-Store,0,16.19
TXN000295,CUST00032,STR013,2023-06-02,Mastercard,640.82,Mobile App,0,11.02
TXN002117,CUST00260,STR005,2022-02-18,Visa,358.51,Online,0,0.0
TXN006976,CUST00883,STR014,2023-12-26,Debit,235.46,Mobile App,0,0.0
TXN000478,CUST00052,STR026,2024-11-05,Cash,70.85,In-Store,0,0.0
TXN005986,CUST00751,STR009,2022-05-26,Debit,220.96,Mobile App,0,0.0
TXN006604,CUST00833,STR023,2022-10-21,Debit,23.09,Mobile App,0,0.0
TXN003536,CUST00433,STR004,2022-06-02,Mastercard,400.38,Mobile App,0,7.23
TXN000553,CUST00063,STR025,2022-07-18,Mastercard,229.74,Mobile App,0,8.44
TXN006984,CUST00885,STR006,2024-09-17,Cash,121.10,Online,0,0.0
TXN005517,CUST00687,STR017,2022-06-05,Visa,294.60,Online,0,0.0
TXN005801,CUST00727,STR012,2023-05-28,Visa,169.99,In-Store,0,0.0
TXN006442,CUST00812,STR009,2023-06-04,Mastercard,222.03,Online,0,6.74
TXN007180,CUST00914,STR016,2024-07-26,Visa,244.11,Online,0,0.0
TXN006064,CUST00759,STR001,2023-06-13,Visa,365.45,In-Store,1,0.0
TXN001226,CUST00146,STR009,2024-12-04,Cash,120.66,In-Store,0,0.0
TXN000985,CUST00117,STR030,2023-11-04,Mastercard,610.38,Online,0,9.97
TXN003980,CUST00491,STR006,2024-01-08,Mastercard,262.34,In-Store,0,8.08
TXN001993,CUST00246,STR024,2023-11-30,Mastercard,198.65,In-Store,0,6.3
TXN001529,CUST00184,STR022,2024-07-09,Mastercard,437.55,Mobile App,1,15.21
TXN007019,CUST00893,STR026,2022-12-04,Mastercard,574.71,In-Store,0,18.45
TXN000485,CUST00054,STR002,2024-08-21,Debit,110.14,In-Store,0,0.0
TXN002767,CUST00336,STR014,2022-09-27,Mastercard,462.27,Online,0,15.16
TXN005825,CUST00731,STR002,2024-01-13,Mastercard,,In-Store,0,12.4
TXN002653,CUST00323,STR011,2022-04-17,Mastercard,400.07,Online,0,6.94
TXN004068,CUST00502,STR015,2023-06-08,Visa,188.87,Mobile App,0,0.0
TXN004372,CUST00546,STR029,2022-08-07,Visa,324.66,In-Store,0,0.0
TXN003390,CUST00413,STR018,2023-01-15,Mastercard,,Online,0,12.92
TXN004708,CUST00589,STR008,2022-11-22,Mastercard,370.49,Online,0,14.66
TXN003069,CUST00368,STR003,2023-03-25,Mastercard,245.64,Mobile App,0,5.17
TXN006294,CUST00791,STR021,2023-12-14,Mastercard,128.84,In-Store,0,3.4
TXN002325,CUST00281,STR024,2022-11-29,Mastercard,470.45,Online,0,16.9
TXN007708,CUST00981,STR014,2023-01-04,Mastercard,445.96,In-Store,0,14.68
TXN002271,CUST00276,STR024,2023-02-25,Mastercard,138.41,Online,0,2.76
TXN003047,CUST00366,STR002,2024-12-05,Mastercard,537.74,Mobile App,0,19.81
TXN003380,CUST00411,STR001,2022-06-17,Visa,273.48,In-Store,1,0.0
TXN007469,CUST00951,STR024,2024-08-04,Mastercard,93.49,In-Store,0,1.14
TXN005892,CUST00740,STR020,2022-01-28,Debit,171.22,In-Store,0,0.0
TXN001854,CUST00228,STR014,2023-02-11,Mastercard,597.46,Mobile App,0,23.67
TXN006527,CUST00822,STR024,2022-07-16,Visa,197.96,In-Store,0,0.0
TXN001482,CUST00179,STR020,2024-05-16,Mastercard,559.96,In-Store,0,18.06
TXN002734,CUST00334,STR013,2022-03-02,Mastercard,407.67,Mobile App,0,11.98
TXN003760,CUST00461,STR010,2023-06-06,Mastercard,143.69,Mobile App,0,5.0
TXN004454,CUST00557,STR014,2022-04-13,Debit,63.89,In-Store,0,0.0
TXN001341,CUST00161,STR013,2024-08-19,Mastercard,450.10,Mobile App,0,16.74
TXN005130,CUST00643,STR002,2022-06-21,Mastercard,,In-Store,0,5.3
TXN007717,CUST00982,STR004,2022-03-08,Visa,367.56 CAD,In-Store,0,0.0
TXN004677,CUST00585,STR004,2023-10-27,Visa,134.00,Online,0,0.0
TXN002535,CUST00307,STR004,2024-09-18,Debit,142.88,In-Store,0,0.0
TXN002328,CUST00281,STR009,2022-11-25,Mastercard,481.64,Online,0,18.81
TXN001563,CUST00189,STR014,2022-06-17,Visa,351.58,In-Store,0,0.0
TXN006009,CUST00753,STR023,2023-08-12,Debit,61.26,In-Store,0,0.0
TXN001663,CUST00202,STR028,2023-03-01,Mastercard,336.09,In-Store,0,10.96
TXN006591,CUST00830,STR025,2024-11-01,Visa,220.33,Online,0,0.0
TXN002686,CUST00327,STR015,2023-05-22,Visa,70.61,In-Store,0,0.0
TXN000552,CUST00063,STR020,2022-08-15,Mastercard,250.55,In-Store,0,9.59
TXN000979,CUST00117,STR029,2023-11-20,Mastercard,375.19,Online,1,10.17
TXN003550,CUST00435,STR030,2024-07-02,Visa,334.85,In-Store,0,0.0
TXN006079,CUST00760,STR029,06-11-2023,Visa,390.39,In-Store,0,0.0
TXN002190,CUST00268,STR005,2022-09-09,Visa,323.70,In-Store,0,0.0
TXN005699,CUST00715,STR005,2022-12-29,Visa,285.03,In-Store,0,0.0
TXN006971,CUST00882,STR014,2023-05-18,Visa,165.58,In-Store,0,0.0
TXN000362,CUST00036,STR004,2022-12-08,Mastercard,196.97,In-Store,0,5.01
TXN003779,CUST00464,STR015,2024-08-02,Mastercard,419.97,Mobile App,0,8.91
TXN005240,CUST00656,STR005,2023-10-01,Debit,164.82,Mobile App,0,0.0
TXN001921,CUST00235,STR029,2022-12-13,Mastercard,192.85,Mobile App,0,6.29
TXN000314,CUST00034,STR004,2023-12-31,Mastercard,502.06,In-Store,0,12.23
TXN000464,CUST00050,STR011,2024-11-20,Mastercard,79.73,In-Store,0,2.26
TXN001151,CUST00137,STR014,2023-02-15,Debit,249.69,In-Store,0,0.0
TXN005113,CUST00640,STR024,2022-12-01,Mastercard,233.81,In-Store,0,3.96
TXN002355,CUST00287,STR014,2022-09-11,Visa,335.12,Online,0,0.0
TXN004683,CUST00586,STR021,2023-09-27,Cash,69.11,In-Store,0,0.0
TXN001100,CUST00130,STR004,2023-10-10,Visa,387.93,In-Store,0,0.0
TXN002213,CUST00270,STR026,2024-04-29,Mastercard,491.26,In-Store,0,18.04
TXN007126,CUST00906,STR004,2024-06-28,Mastercard,445.40,In-Store,0,15.63
TXN000527,CUST00060,STR028,2022-12-17,Mastercard,597.41,Online,1,13.68
TXN001443,CUST00176,STR026,2023-11-19,Visa,247.99,In-Store,1,0.0
TXN001009,CUST00120,STR030,2023-03-05,Mastercard,201.94,Online,0,6.86
TXN006614,CUST00834,STR003,2024-04-18,Mastercard,636.16,In-Store,0,21.57
TXN003570,CUST00437,STR013,2022-09-11,Debit,208.46,In-Store,0,0.0
TXN002770,CUST00337,STR018,2022-04-24,Debit,101.74,In-Store,0,0.0
TXN004608,CUST00575,STR014,11-24-2023,Gift Card,23.28,In-Store,0,0.0
TXN005035,CUST00628,STR005,2024-10-24,Debit,25.79,Online,0,0.0
TXN005942,CUST00745,STR014,2022-11-02,Visa,,In-Store,0,0.0
TXN006278,CUST00789,STR022,2022-09-20,Mastercard,222.88,Online,0,3.7
TXN000413,CUST00043,STR010,2023-08-15,Mastercard,626.46,In-Store,0,13.43
TXN006746,CUST00853,STR026,2023-07-29,Debit,130.53,Online,0,0.0
TXN003538,CUST00433,STR022,2022-08-15,Mastercard,398.21,Online,0,6.19
TXN005259,CUST00658,STR015,2024-01-06,Visa,134.61,In-Store,0,0.0
TXN004110,CUST00509,STR024,2024-02-15,Mastercard,521.72,Online,0,11.2
TXN003955,CUST00489,STR010,2023-01-11,Mastercard,59.31,In-Store,0,1.42
TXN007612,CUST00968,STR007,12-18-2024,Debit,200.48,Mobile App,0,0.0
TXN004288,CUST00532,STR007,2023-04-04,Mastercard,413.82,In-Store,0,6.57
TXN007424,CUST00945,STR021,2024-12-20,Mastercard,319.06,Online,0,5.56
TXN006147,CUST00772,STR009,2023-06-11,Mastercard,578.44,Online,0,18.77
TXN002660,CUST00324,STR020,2024-02-27,Mastercard,613.43,Online,0,21.12
TXN004366,CUST00545,STR022,2023-06-29,Debit,23.01,Mobile App,0,0.0
TXN007620,CUST00970,STR018,2023-12-06,Visa,131.58,In-Store,0,0.0
TXN003511,CUST00430,STR015,2023-07-31,Debit,117.94,In-Store,0,0.0
TXN006596,CUST00831,STR004,2023-02-03,Cash,116.42,Online,0,0.0
TXN001736,CUST00212,STR030,2022-12-02,Mastercard,298.54,In-Store,1,5.17
TXN004273,CUST00530,STR010,2022-07-07,Mastercard,644.16,Mobile App,0,25.17
TXN002112,CUST00259,STR003,2022-12-13,Mastercard,593.23,In-Store,0,14.24
TXN004098,CUST00508,STR011,12-03-2022,Mastercard,300.69,In-Store,0,8.13
TXN006314,CUST00796,STR005,07-16-2022,Debit,213.20,Online,0,0.0
TXN006616,CUST00834,STR002,2022-09-28,Mastercard,248.20,Mobile App,0,4.46
TXN006342,CUST00800,STR029,2022-09-08,Debit,204.73,In-Store,0,0.0
TXN007510,CUST00957,STR012,2023-12-21,Mastercard,614.04,In-Store,0,19.95
TXN004219,CUST00524,STR015,2024-05-01,Mastercard,626.33,In-Store,0,20.26
TXN000121,CUST00011,STR003,2022-03-11,Debit,193.93,In-Store,0,0.0
TXN003541,CUST00433,STR016,2023-12-06,Mastercard,433.31,In-Store,0,9.97
TXN002402,CUST00290,STR022,2022-08-30,Mastercard,72.83,In-Store,0,1.7
TXN003187,CUST00382,STR013,2023-12-19,Mastercard,334.80,Mobile App,0,11.43
TXN001847,CUST00226,STR001,2023-05-05,Debit,71.83,Mobile App,0,0.0
TXN007486,CUST00953,STR013,2024-11-29,Mastercard,195.50,In-Store,0,4.79
TXN000589,CUST00067,STR029,2022-09-20,Mastercard,399.00,In-Store,0,9.67
TXN004245,CUST00526,STR011,2024-02-29,Visa,377.24,In-Store,0,0.0
TXN000933,CUST00111,STR022,2023-11-15,Mastercard,252.11,Online,0,8.35
TXN000794,CUST00092,STR025,2023-01-02,Debit,50.84,In-Store,0,0.0
TXN007354,CUST00935,STR019,2022-09-17,Visa,315.78,Online,0,0.0
TXN002931,CUST00355,STR007,2024-11-20,Mastercard,241.85,Mobile App,0,5.2
TXN002901,CUST00351,STR017,2024-08-15,Debit,177.57,Online,0,0.0
TXN002609,CUST00319,STR025,2024-08-18,Debit,,Online,0,0.0
TXN002761,CUST00336,STR003,2022-02-03,Mastercard,246.77,Mobile App,0,9.3
TXN002490,CUST00301,STR016,2023-03-22,Cash,66.48,In-Store,0,0.0
TXN005152,CUST00646,STR010,2023-10-28,Mastercard,211.27,In-Store,0,5.73
TXN006605,CUST00833,STR013,2023-10-15,Debit,204.67,Mobile App,0,0.0
TXN000021,CUST00002,STR019,2022-03-17,Mastercard,68.72,In-Store,0,0.99
TXN003635,CUST00443,STR005,2023-11-10,Debit,227.60,Mobile App,0,0.0
TXN007766,CUST00990,STR027,2023-12-23,Cash,106.07,Online,0,0.0
TXN007047,CUST00895,STR025,2023-02-04,Mastercard,482.00,Mobile App,0,9.96
TXN000240,CUST00026,STR009,2023-08-22,Visa,213.77,In-Store,0,0.0
TXN007194,CUST00918,STR016,2022-12-23,Mastercard,356.98,In-Store,0,10.26
TXN004096,CUST00508,STR021,2022-09-09,Mastercard,174.97,In-Store,0,5.99
TXN006715,CUST00850,STR029,2023-07-12,Visa,85.49,Online,0,0.0
TXN006696,CUST00847,STR018,02-28-2023,Debit,204.57,Mobile App,0,0.0
TXN003263,CUST00393,STR030,2022-01-08,Visa,360.98,In-Store,0,0.0
TXN002669,CUST00325,STR002,2022-06-10,Debit,86.26,In-Store,0,0.0
TXN007917,CUST00608,STR003,2023-10-04,Mastercard,214.30,In-Store,0,8.54
TXN003654,CUST00446,STR016,2023-11-30,Mastercard,647.33,Online,0,8.34
TXN005188,CUST00650,STR024,2024-12-19,Mastercard,567.23,In-Store,0,8.52
TXN007968,CUST00726,STR013,2023-06-29,Visa,258.19,Online,0,0.0
TXN000738,CUST00083,STR017,02-03-2023,Mastercard,370.56,In-Store,0,7.31
TXN002426,CUST00292,STR030,2023-08-29,Mastercard,241.60,In-Store,0,5.64
TXN003066,CUST00368,STR005,2023-05-27,Mastercard,,Mobile App,0,5.49
TXN005419,CUST00675,STR007,2022-09-15,Mastercard,569.15,Online,0,10.63
TXN007281,CUST00926,STR014,2022-12-15,Mastercard,159.65,In-Store,0,4.13
TXN001793,CUST00220,STR008,2024-06-15,Cash,34.64,In-Store,0,0.0
TXN003234,CUST00389,STR014,2024-12-07,Mastercard,489.83,In-Store,0,8.72
TXN007430,CUST00945,STR015,2022-12-07,Mastercard,140.91,In-Store,0,4.28
TXN001177,CUST00140,STR025,2022-09-09,Mastercard,123.52,In-Store,0,1.45
TXN005652,CUST00707,STR027,2023-12-22,Mastercard,,Mobile App,0,15.94
TXN007458,CUST00949,STR015,2022-02-23,Mastercard,232.39,Online,0,4.67
TXN004035,CUST00499,STR024,2023-01-14,Visa,354.63,In-Store,0,0.0
TXN000670,CUST00077,STR025,2022-12-24,Mastercard,446.10,Mobile App,0,7.32
TXN001150,CUST00137,STR010,2023-08-06,Debit,221.34,In-Store,0,0.0
TXN000986,CUST00117,STR022,2024-09-21,Mastercard,577.98,In-Store,0,14.68
TXN005760,CUST00722,STR009,2024-04-02,Mastercard,266.29,Mobile App,0,6.0
TXN001933,CUST00237,STR021,2022-11-26,Mastercard,440.26,Mobile App,0,16.97
TXN005066,CUST00633,STR026,2022-01-05,Debit,210.22,Online,0,0.0
TXN002064,CUST00255,STR020,2024-10-25,Mastercard,504.88,Online,0,6.94
TXN006444,CUST00812,STR027,2022-05-25,Mastercard,599.85,In-Store,0,15.2
TXN004488,CUST00562,STR013,2022-06-06,Mastercard,637.47,In-Store,0,23.28
TXN005838,CUST00732,STR014,2022-07-20,Debit,235.46,In-Store,0,0.0
TXN003569,CUST00437,STR020,2022-05-16,Debit,224.89,In-Store,0,0.0
TXN004785,CUST00599,STR025,2022-12-21,Visa,150.13,Mobile App,0,0.0
TXN005463,CUST00681,STR015,2022-04-05,Debit,111.91,In-Store,0,0.0
TXN004869,CUST00607,STR016,2023-09-11,Mastercard,570.42,In-Store,0,7.22
TXN000664,CUST00077,STR023,2024-08-22,Mastercard,617.05,Online,0,22.58
TXN001066,CUST00126,STR022,2024-07-05,Mastercard,110.28,Mobile App,0,1.12
TXN002801,CUST00342,STR030,2022-10-10,Mastercard,531.09 CAD,In-Store,0,5.6
TXN005239,CUST00656,STR030,2023-10-19,Debit,249.87,In-Store,0,0.0
TXN001163,CUST00139,STR007,2024-04-24,Mastercard,259.88,In-Store,0,7.87
TXN007308,CUST00930,STR022,2023-04-02,Mastercard,386.90,In-Store,0,7.11
TXN003379,CUST00411,STR027,2023-03-18,Visa,267.86,Online,0,0.0
TXN006007,CUST00753,STR007,2024-11-29,Debit,108.18,In-Store,0,0.0
TXN001911,CUST00234,STR013,09-29-2023,Mastercard,302.87,In-Store,0,8.14
TXN003826,CUST00469,STR006,2023-11-21,Mastercard,,Online,0,15.2
TXN004452,CUST00556,STR028,2024-03-15,Visa,208.19,In-Store,0,0.0
TXN005394,CUST00673,STR014,2022-01-07,Visa,345.49,In-Store,0,0.0
TXN003156,CUST00377,STR027,2024-06-14,Debit,158.57 CAD,In-Store,0,0.0
TXN007473,CUST00951,STR027,2023-12-21,Mastercard,132.04,In-Store,0,3.26
TXN000840,CUST00099,STR008,2023-12-20,Mastercard,334.09,In-Store,0,7.13
TXN000040,CUST00005,STR007,2023-09-03,Mastercard,80.50,Mobile App,0,1.96
TXN007161,CUST00910,STR025,10-22-2023,Mastercard,342.51,In-Store,0,9.15
TXN001071,CUST00126,STR011,2023-12-13,Mastercard,506.56,In-Store,0,14.05
TXN003579,CUST00438,STR022,2024-04-09,Cash,11.35,Online,0,0.0
TXN004167,CUST00516,STR022,2022-01-09,Visa,37.20,Online,0,0.0
TXN006377,CUST00804,STR017,2023-08-19,Mastercard,519.72,Online,0,18.37
TXN002586,CUST00317,STR011,2022-12-16,Mastercard,285.40,In-Store,1,8.46
TXN002154,CUST00264,STR027,2024-03-04,Gift Card,86.51,Online,0,0.0
TXN003745,CUST00458,STR001,2024-09-17,Visa,330.46,Online,0,0.0
TXN003675,CUST00450,STR027,2022-10-15,Mastercard,94.64,In-Store,0,3.66
TXN000671,CUST00077,STR007,2022-12-11,Mastercard,128.07,Online,0,3.35
TXN000333,CUST00035,STR005,2023-12-02,Mastercard,52.09,Online,0,1.93
TXN005048,CUST00630,STR029,2023-03-21,Debit,196.79,In-Store,0,0.0
TXN005846,CUST00733,STR019,2023-01-13,Visa,220.45,In-Store,0,0.0
TXN000715,CUST00081,STR017,2024-11-05,Mastercard,458.02,Mobile App,0,4.74
TXN007388,CUST00939,STR004,2024-10-19,Visa,142.20,Online,0,0.0
TXN006094,CUST00764,STR014,2024-04-19,Mastercard,373.17,In-Store,0,14.58
TXN006238,CUST00785,STR018,2022-12-14,Visa,302.53,Online,0,0.0
TXN002071,CUST00255,STR025,2023-02-17,Mastercard,503.77,In-Store,0,12.63
TXN000674,CUST00077,STR007,2022-06-02,Mastercard,358.56,In-Store,0,4.23
TXN005321,CUST00664,STR030,2024-10-22,Mastercard,365.01,In-Store,1,10.91
TXN002665,CUST00324,STR011,2023-06-24,Mastercard,153.12,In-Store,0,4.45
TXN003128,CUST00374,STR021,2023-03-31,Mastercard,175.05,In-Store,0,4.73
TXN003174,CUST00380,STR026,2024-01-12,Debit,76.77,In-Store,0,0.0
TXN001619,CUST00197,STR013,2024-12-02,Mastercard,237.95,Online,0,7.9
TXN005176,CUST00648,STR025,2022-07-28,Visa,183.39,Online,0,0.0
TXN004575,CUST00571,STR018,2022-05-26,Debit,135.29,In-Store,0,0.0
TXN005364,CUST00667,STR016,2023-11-11,Visa,230.85,Online,0,0.0
TXN002499,CUST00303,STR020,2024-12-24,Mastercard,219.38,In-Store,0,2.83
TXN001745,CUST00213,STR012,2024-07-12,Debit,204.95,In-Store,0,0.0
TXN007624,CUST00970,STR021,2022-09-23,Visa,143.50,In-Store,0,0.0
TXN003865,CUST00474,STR014,2022-04-24,Visa,320.01,In-Store,0,0.0
TXN005773,CUST00724,STR014,2023-04-03,Mastercard,180.40,Online,0,1.83
TXN007644,CUST00972,STR019,2024-12-11,Mastercard,300.68,In-Store,0,6.97
TXN001980,CUST00243,STR013,2023-10-01,Gift Card,91.60,Online,0,0.0
TXN003292,CUST00398,STR018,2023-03-21,Cash,117.93,In-Store,0,0.0
TXN006427,CUST00809,STR026,2023-12-04,Mastercard,193.58,Mobile App,0,7.73
TXN001569,CUST00191,STR008,2022-07-21,Gift Card,23.99,In-Store,0,0.0
TXN001315,CUST00158,STR019,2023-04-01,Debit,210.83,In-Store,0,0.0
TXN000205,CUST00020,STR011,2023-03-15,Mastercard,474.01,In-Store,0,11.44
TXN006731,CUST00851,STR006,2022-03-05,Mastercard,162.06,In-Store,0,3.16
TXN006267,CUST00789,STR026,2024-11-29,Mastercard,176.92,Mobile App,0,6.36
TXN006492,CUST00818,STR002,2023-04-24,Visa,170.40,Mobile App,1,0.0
TXN005148,CUST00645,STR030,01-06-2023,Mastercard,334.53,In-Store,0,9.15
TXN001961,CUST00241,STR028,2023-12-22,Visa,377.19,In-Store,0,0.0
TXN007499,CUST00955,STR021,2022-04-15,Visa,181.00,In-Store,0,0.0
TXN004225,CUST00524,STR029,2024-10-01,Mastercard,218.82,In-Store,0,2.76
TXN006313,CUST00796,STR014,2023-12-01,Debit,170.98,In-Store,0,0.0
TXN000204,CUST00020,STR004,2022-07-20,Mastercard,466.57,Mobile App,0,18.3
